iter	PairLogit
142	0.3607924498
143	0.3598406471
144	0.3589390413
145	0.3580412429
146	0.3571766132
147	0.356287177
148	0.3554204451
149	0.3545249124
150	0.3536497482
151	0.3527895332
152	0.3519348542
153	0.3511078547
154	0.3502626123
155	0.3494273207
156	0.3486300562
157	0.3477932229
158	0.3469708717
159	0.3461656888
160	0.3453613001
161	0.3445702022
162	0.3437651128
163	0.3429689929
164	0.3422272277
165	0.3414798799
166	0.3407350081
167	0.339974276
168	0.3392288436
169	0.3384881996
170	0.3377490272
171	0.3370075656
172	0.336276919
173	0.3355847901
174	0.3348746053
175	0.3341894139
176	0.3334962339
177	0.3327945749
178	0.3321004606
179	0.3314203846
180	0.3307768876
181	0.3301167596
182	0.3294597382
183	0.3288047256
184	0.3281681661
185	0.3275400389
186	0.3269014238
187	0.3262726893
188	0.3256744373
189	0.3250868367
190	0.3244853146
191	0.3238972701
192	0.3232921742
193	0.3226953704
194	0.3221145204
195	0.3215391595
196	0.3209577021
197	0.3203807529
198	0.3198098067
199	0.3192336283
200	0.3187098892
201	0.3181275675
202	0.3175735094
203	0.3170578289
204	0.316518323
205	0.316008085
206	0.3154832013
207	0.3149412661
208	0.3144220585
209	0.313901683
210	0.3133776402
211	0.3128900364
212	0.3124600574
213	0.3119562429
214	0.3114598797
215	0.3109560652
216	0.3104710541
217	0.309997909
218	0.3095419556
219	0.3090863759
220	0.3086035138
221	0.3081300416
222	0.3076754664
223	0.3072354667
224	0.3067970086
225	0.306362755
226	0.3059133186
227	0.3054657975
228	0.3050016454
229	0.3045768752
230	0.3041434392
231	0.3037062892
232	0.3032796037
233	0.302874618
234	0.3024603825
235	0.3020579896
236	0.301644665
237	0.3012567776
238	0.3008783737
239	0.3004725705
240	0.3001355807
241	0.2997256198
242	0.2993595723
243	0.2989892036
244	0.298590151
245	0.2982017029
246	0.297816455
247	0.2974026166
248	0.2970173453
249	0.2966435896
250	0.2962527357
251	0.2958650118
252	0.2955275783
253	0.2951422369
254	0.2948225556
255	0.2944546162
256	0.2940749509
257	0.2937191811
258	0.2933912777
259	0.2930477944
260	0.2926862551
261	0.2923136674
262	0.2919928649
263	0.2916320497
264	0.2912936818
265	0.2909705903
266	0.290652801
267	0.2903235195
268	0.2899991199
269	0.289673272
270	0.2893307931
271	0.2890295882
272	0.2886932291
273	0.2884081415
274	0.2880855171
275	0.2877587349
276	0.2874547036
277	0.287147192
278	0.286872709
279	0.2865803569
280	0.2862425964
281	0.2859402236
282	0.2856306097
283	0.2853544683
284	0.2850755238
285	0.2847649756
286	0.2844665037
287	0.2841707646
288	0.2838689291
289	0.2835695228
290	0.2832862337
291	0.2830102791
292	0.2827189081
293	0.2823793256
294	0.2821170122
295	0.2818461264
296	0.2815545918
297	0.2812905967
298	0.281002706
299	0.28072229
300	0.2804616584
301	0.2802053949
302	0.2799316593
303	0.2796499586
304	0.2793772742
305	0.279103562
306	0.2788483729
307	0.2785808973
308	0.2783427364
309	0.2780839268
310	0.2778276399
311	0.2775431595
312	0.277327516
313	0.2770710656
314	0.2768134239
315	0.276581523
316	0.2763556018
317	0.2760745318
318	0.275831816
319	0.2755966683
320	0.2753511729
321	0.2751422332
322	0.2748834236
323	0.2746501679
324	0.2744323287
325	0.2742193947
326	0.2740107586
327	0.2737846039
328	0.2735758744
329	0.2733300052
330	0.2731127967
331	0.2728829981
332	0.272627552
333	0.2724352434
334	0.2722199502
335	0.2720213816
336	0.2718168332
337	0.2716276313
338	0.2714197427
339	0.2711979559
340	0.2709840175
341	0.2707667623
342	0.270523883
343	0.2703169287
344	0.270111119
345	0.269912854
346	0.2697335793
347	0.2695310164
348	0.2693224271
349	0.2690581983
350	0.2688460118
351	0.2686356239
352	0.2684094458
353	0.26820422
354	0.2679508763
355	0.2677603195
356	0.2675773308
357	0.2673810279
358	0.267135953
359	0.2669303535
360	0.2667108792
361	0.2665034811
362	0.2663055665
363	0.2660625237
364	0.2658842301
365	0.2656997465
366	0.2655276427
367	0.265323725
368	0.2651269316
369	0.2648821837
370	0.2646978636
371	0.2645098529
372	0.264335063
373	0.2641888402
374	0.2640327135
375	0.2638690889
376	0.263655968
377	0.2634915492
378	0.2633222718
379	0.2631374378
380	0.2629397334
381	0.2627784212
382	0.2625997538
383	0.2624502375
384	0.2622707059
385	0.262108109
386	0.2619504173
387	0.2617655133
388	0.261614432
389	0.2614418844
390	0.261232571
391	0.2609688561
392	0.2608071468
393	0.260633011
394	0.2604756229
395	0.2603006461
396	0.2601429078
397	0.2599843752
398	0.2598314486
399	0.2596508892
400	0.2595059511
401	0.2593552669
402	0.2591812011
403	0.2590232992
404	0.2588937776
405	0.2587074721
406	0.2585236659
407	0.2583430831
408	0.2582114592
409	0.2580719636
410	0.2579447545
411	0.2577978544
412	0.2576724905
413	0.2575423383
414	0.2573351504
415	0.2571973834
416	0.257020608
417	0.2568568899
418	0.2567174644
419	0.256589064
420	0.2564250656
421	0.2562663228
422	0.256072309
423	0.255941783
424	0.255823777
425	0.2556950029
426	0.2555565117
427	0.2553952462
428	0.2552503081
429	0.2551158346
430	0.2549782544
431	0.2548416085
432	0.2547040517
433	0.2545676394
434	0.2544372769
435	0.2543169818
436	0.2541601077
437	0.2540291846
438	0.2538779631
439	0.253749516
440	0.253601518
441	0.2534748695
442	0.2533490385
443	0.2531728237
444	0.2529705878
445	0.252842421
446	0.252717174
447	0.2525909692
448	0.2524643441
449	0.2523376722
450	0.2522017037
451	0.2520628154
452	0.251911594
453	0.2517584805
454	0.2516388161
455	0.2515099019
456	0.2514092511
457	0.2512778375
458	0.251173753
459	0.2510299361
460	0.2509059037
461	0.2507568079
462	0.2506049091
463	0.2504889586
464	0.2502914178
465	0.2501895056
466	0.2500469501
467	0.2499066136
468	0.2497749898
469	0.249639979
470	0.2495287936
471	0.2493789504
472	0.2492782061
473	0.2491849833
474	0.2490545507
475	0.2489437157
476	0.2488077472
477	0.2486761468
478	0.2485585145
479	0.2484619982
480	0.2483070394
481	0.2482016235
482	0.2480591614
483	0.2479146672
484	0.2477833937
485	0.2476948659
486	0.2475713941
487	0.2474728689
488	0.2473712838
489	0.2472736696
490	0.2471534212
491	0.2470154439
492	0.2468372904
493	0.2467277401
494	0.2466012785
495	0.2464842068
496	0.2463027831
497	0.2461492025
498	0.2459724272
499	0.2458614287
500	0.2457580917
501	0.2456533532
502	0.2455186227
503	0.2454002897
504	0.2452697637
505	0.2451518512
506	0.2450095059
507	0.2449173809
508	0.2448170337
509	0.2447099594
510	0.2445101762
511	0.2443703302
512	0.2442186183
513	0.2441107731
514	0.2440227358
515	0.2439205434
516	0.2438272271
517	0.2436985931
518	0.2435996241
519	0.24346459
520	0.2433197687
521	0.2432218509
522	0.2431438576
523	0.2430145696
524	0.2429018893
525	0.242810792
526	0.2426827187
527	0.2426032772
528	0.2424912743
529	0.2423660039
530	0.2422830353
531	0.2421499399
532	0.2420208154
533	0.2419377534
534	0.2418256571
535	0.2417162236
536	0.2416002264
537	0.241481216
538	0.2413898151
539	0.2412837452
540	0.2411822769
541	0.241058408
542	0.2409630362
543	0.2408604467
544	0.240768345
545	0.2406738141
546	0.2405725093
547	0.2404913627
548	0.2403855497
549	0.2402963678
550	0.2401933345
551	0.2400307143
552	0.2399311847
553	0.2398335471
554	0.2396488299
555	0.2395656978
556	0.2394680836
557	0.2393883852
558	0.239267296
559	0.2391495236
560	0.2390559971
561	0.2389307267
562	0.2388085629
563	0.2387090567
564	0.2386329321
565	0.2385465532
566	0.2384412541
567	0.2382998665
568	0.2381978143
569	0.2381183494
570	0.2380279062
571	0.2379192436
572	0.2377912636
573	0.2376775322
574	0.2375565597
575	0.2374144947
576	0.2372901353
577	0.2371991548
578	0.2371043203
579	0.236994443
580	0.2369289697
581	0.2368555314
582	0.2367332508
583	0.2366264101
584	0.2365422269
585	0.2364753522
586	0.2363889733
587	0.236259078
588	0.2361420997
589	0.2360452797
590	0.2359406113
591	0.2358511024
592	0.2357423463
593	0.2356623209
594	0.2355573255
595	0.2354692181
596	0.235347031
597	0.2352596244
598	0.235180907
599	0.2350992932
600	0.2349832493
601	0.2348979683
602	0.2348122201
603	0.234707902
604	0.2346464231
605	0.2345547652
606	0.234450564
607	0.2343998298
608	0.234320365
609	0.2342209522
610	0.2341273556
611	0.2340211222
612	0.2338802719
613	0.2337863716
614	0.2336700007
615	0.2335276554
616	0.2334568098
617	0.2333770413
618	0.2332578674
619	0.2331772581
620	0.233106973
621	0.2330196365
622	0.2329538829
623	0.2328772912
624	0.2327659189
625	0.2326834409
626	0.2326037425
627	0.2325310983
628	0.23246406
629	0.2323974656
630	0.2322999682
631	0.2322120243
632	0.2321445423
633	0.2320628351
634	0.2319817585
635	0.2318836538
636	0.2317969012
637	0.231687818
638	0.2315714472
639	0.2314828492
640	0.2314188476
641	0.2313351549
642	0.231244081
643	0.2311194413
644	0.2310424992
645	0.2309526866
646	0.2308495365
647	0.2307621766
648	0.2306602411
649	0.2305991826
650	0.2305071977
651	0.2304274526
652	0.2303554624
653	0.2302672149
654	0.2301833353
655	0.2300678754
656	0.2299792074
657	0.2298664804
658	0.2298149053
659	0.2297473299
660	0.2296308889
661	0.2295462152
662	0.2294627094
663	0.229405832
664	0.2293633433
665	0.2292708679
666	0.2292105569
667	0.2291331008
668	0.2290652918
669	0.2289941659
670	0.2288830739
671	0.2288188854
672	0.2287352628
673	0.2286760029
674	0.2285987104
675	0.2285091781
676	0.2284283585
677	0.2283313983
678	0.2282570022
679	0.2281911319
680	0.2280708135
681	0.2279975386
682	0.2279359195
683	0.2278639994
684	0.2277869872
685	0.2277001178
686	0.2276356723
687	0.2275514891
688	0.2274741499
689	0.2273409377
690	0.2272680599
691	0.2271948551
692	0.227143607
693	0.2270564807
694	0.2269733252
695	0.2268605749
696	0.2267946812
697	0.2266943808
698	0.226629001
699	0.2265433462
700	0.2264650026
701	0.2263983381
702	0.2263145987
703	0.2261850537
704	0.226118833
705	0.2260196772
706	0.2259591559
707	0.2258869088
708	0.2258036132
709	0.2256879431
710	0.2256339855
711	0.2255649151
712	0.2254948169
713	0.2254150951
714	0.2253109172
715	0.2251684318
716	0.2250661693
717	0.2250219988
718	0.2249681346
719	0.2249064455
720	0.2247993712
721	0.2247363973
722	0.2245857831
723	0.2245111301
724	0.2244530381
725	0.2243875415
726	0.2243110899
727	0.2241862633
728	0.2241126614
729	0.2240506452
730	0.2239560909
731	0.2238535014
732	0.2238002679
733	0.223705994
734	0.2236228152
735	0.2235391458
736	0.2234779005
737	0.2234238961
738	0.2233247637
739	0.2232781172
740	0.2231795219
741	0.2231187904
742	0.2230569144
743	0.2229356616
744	0.2228584158
745	0.2227851409
746	0.2227472305
747	0.2226806827
748	0.2226256273
749	0.2225635644
750	0.2224920647
751	0.2224254469
752	0.2223361483
753	0.2222820038
754	0.2222196372
755	0.222127629
756	0.22206302
757	0.222015486
758	0.2219469528
759	0.2218733509
760	0.2217912699
761	0.2217166636
762	0.2216439961
763	0.2215608873
764	0.2214439091
765	0.2213668502
766	0.2212939023
767	0.2212422105
768	0.2211604332
769	0.2211016404
770	0.2210186485
771	0.2209335777
772	0.2208448396
773	0.2207644638
774	0.220662575
775	0.2205940419
776	0.2205323527
777	0.2204797499
778	0.220408951
779	0.220356535
780	0.2201932607
781	0.2201280444
782	0.2200632486
783	0.2199904409
784	0.2199037817
785	0.2198524869
786	0.2197892795
787	0.2197287582
788	0.2196719275
789	0.2196228985
790	0.2195680066
791	0.2195275501
792	0.2194495101
793	0.2193874705
794	0.2193137051
795	0.2192667316
796	0.2191814739
797	0.2191313004
798	0.2190696112
799	0.2188935599
800	0.2187989589
801	0.2186852742
802	0.2186313634
803	0.218576705
804	0.2185026359
805	0.2184481645
806	0.2183885074
807	0.2183070104
808	0.2182394116
809	0.2181877431
810	0.2181382703
811	0.2180447671
812	0.2179742252
813	0.2178709583
814	0.2178300813
815	0.217753326
816	0.2176962851
817	0.2175958212
818	0.2175247887
819	0.2174262869
820	0.2173593655
821	0.2172585745
822	0.2172009263
823	0.2171412226
824	0.2170418098
825	0.2169932713
826	0.2169339413
827	0.2168549437
828	0.2167959874
829	0.2167613704
830	0.2166577532
831	0.2165610733
832	0.2164754886
833	0.2163984297
834	0.2163039688
835	0.2162600786
836	0.216208013
837	0.2161640528
838	0.2160503214
839	0.2159963638
840	0.2159186742
841	0.215848903
842	0.2158010653
843	0.2156667786
844	0.2156090136
845	0.2155551961
846	0.21550257
847	0.2154632346
848	0.2154410676
849	0.2153945146
850	0.2153016889
851	0.2152313338
852	0.2151495097
853	0.215025127
854	0.2149506374
855	0.2148938301
856	0.2148480246
857	0.214804765
858	0.2147402262
859	0.2146369826
860	0.2145557893
861	0.2144769317
862	0.214420031
863	0.2143620558
864	0.2142846932
865	0.2142370657
866	0.2141881068
867	0.2141017045
868	0.2140475367
869	0.2139725333
870	0.2138875559
871	0.213821125
872	0.2137616548
873	0.2136849229
874	0.213649979
875	0.2135347059
876	0.2134793001
877	0.2133978264
878	0.2133335445
879	0.213224695
880	0.2131673271
881	0.2130963179
882	0.2130483167
883	0.2129934481
884	0.2129286289
885	0.2128809547
886	0.2128123982
887	0.2127455935
888	0.2126510159
889	0.2126193187
890	0.212564637
891	0.2125250915
892	0.2124642198
893	0.2124173631
894	0.2123637792
895	0.21230828
896	0.212242363
897	0.2121682005
898	0.212103171
899	0.2120407577
900	0.211995069
901	0.2119434472
902	0.2118486126
903	0.2117926229
904	0.2117467472
905	0.211689426
906	0.2116351181
907	0.2115693879
908	0.2114724744
909	0.2114100845
910	0.2113591401
911	0.2112370932
912	0.2111908671
913	0.2111406936
914	0.2110967567
915	0.2110225942
916	0.2109878604
917	0.2109208689
918	0.2108778196
919	0.2108334623
920	0.2107637145
921	0.210714592
922	0.2106516882
923	0.2105670846
924	0.2105118423
925	0.2104754501
926	0.2104281729
927	0.2103556222
928	0.210297717
929	0.2102264276
930	0.2101510972
931	0.2100962286
932	0.2100344927
933	0.2099847396
934	0.2099237278
935	0.209865192
936	0.2098082912
937	0.2097677413
938	0.2097010534
939	0.2096247887
940	0.2095483137
941	0.2095049607
942	0.2094523112
943	0.2093996383
944	0.2093445595
945	0.2092940823
946	0.2092183781
947	0.2091422302
948	0.2090801439
949	0.2090261629
950	0.2089049802
951	0.2088418662
952	0.2087874648
953	0.2087312648
954	0.2086722618
955	0.208613399
956	0.2085497711
957	0.2085048064
958	0.2084681573
959	0.2084141062
960	0.2083593544
961	0.2082929702
962	0.2082605256
963	0.2081709233
964	0.2081263791
965	0.2081014792
966	0.2080508618
967	0.2080114797
968	0.207918397
969	0.2078773566
970	0.2078031473
971	0.207757879
972	0.207697311
973	0.207639803
974	0.2075903302
975	0.2075553395
976	0.2074870633
977	0.2074314239
978	0.2073812269
979	0.2073301424
980	0.2072929093
981	0.2072479914
982	0.2071815605
983	0.2071296117
984	0.2070877537
985	0.2070325347
986	0.2069665943
987	0.2068950246
988	0.2067931358
989	0.2066447174
990	0.2065929087
991	0.2065221799
992	0.2064653959
993	0.2063947372
994	0.2063234711
995	0.2062925681
996	0.2062445435
997	0.2061589588
998	0.206109813
999	0.2059567696
1000	0.2059120152
1001	0.2058671907
1002	0.2058193763
1003	0.2057304981
1004	0.205652388
1005	0.2055935486
1006	0.2055350595
1007	0.2054810551
1008	0.2054264435
1009	0.2053618812
1010	0.2053170801
1011	0.2052660656
1012	0.2052292764
1013	0.2051780984
1014	0.2051312884
1015	0.2050708372
1016	0.2050025844
1017	0.2049238203
1018	0.2048882456
1019	0.2048562915
1020	0.2048104159
1021	0.2047607796
1022	0.204712498
1023	0.2046626281
1024	0.2046032748
1025	0.204557913
1026	0.2044964574
1027	0.2044517029
1028	0.2044059675
1029	0.2043655109
1030	0.2043201025
1031	0.2042604454
1032	0.2042033345
1033	0.2041550997
1034	0.2041109759
1035	0.2040684872
1036	0.2040437975
1037	0.2040020096
1038	0.2039314209
1039	0.2038635417
1040	0.203823202
1041	0.2037581492
1042	0.2037187205
1043	0.203678334
1044	0.2036395126
1045	0.2034973308
1046	0.2034352679
1047	0.2033608017
1048	0.2033133377
1049	0.2032801923
1050	0.203223969
1051	0.2031680026
1052	0.2031346703
1053	0.2030979044
1054	0.2029925353
1055	0.2029640148
1056	0.2028884275
1057	0.2028546748
1058	0.2028118824
1059	0.2027838992
1060	0.2027571073
1061	0.2027186128
1062	0.2026468095
1063	0.2026198074
1064	0.2025360913
1065	0.2024249293
1066	0.2023912701
1067	0.202330959
1068	0.2022428049
1069	0.202164181
1070	0.2020988713
1071	0.2020378595
1072	0.2019616648
1073	0.2019046706
1074	0.2018469757
1075	0.2017966153
1076	0.201760737
1077	0.2016996084
1078	0.2016403718
1079	0.2015969254
1080	0.2014903416
1081	0.2014458675
1082	0.201369813
1083	0.2013439086
1084	0.2012753288
1085	0.2012383293
1086	0.2011981297
1087	0.2011590747
1088	0.2011241073
1089	0.2010515332
1090	0.200976997
1091	0.2009446458
1092	0.2008822091
1093	0.2008249814
1094	0.2007633389
1095	0.2006983328
1096	0.2006543025
1097	0.2005756785
1098	0.2005281211
1099	0.2004529075
1100	0.2004104188
1101	0.2003666454
1102	0.2003307437
1103	0.2002759452
1104	0.2001941212
1105	0.2001287648
1106	0.2000936106
1107	0.2000454926
1108	0.2000030272
1109	0.1999497003
1110	0.1998444947
1111	0.1997844172
1112	0.1997486323
1113	0.1996975011
1114	0.1996600111
1115	0.1996285708
1116	0.1995499235
1117	0.1994868562
1118	0.1994430361
1119	0.19939361
1120	0.1993678225
1121	0.1993283937
1122	0.1992895256
1123	0.19926243
1124	0.1992230479
1125	0.1991929858
1126	0.1991498898
1127	0.199102309
1128	0.1990550553
1129	0.1990162572
1130	0.198981103
1131	0.1989129435
1132	0.1988278494
1133	0.1987536402
1134	0.1986783798
1135	0.1986068568
1136	0.1985293073
1137	0.1984764709
1138	0.1984255032
1139	0.1983814962
1140	0.198333238
1141	0.1982915669
1142	0.1982497322
1143	0.1981850298
1144	0.19812278
1145	0.1980684253
1146	0.1980450437
1147	0.1979780989
1148	0.1979161528
1149	0.1978425976
1150	0.1978046871
1151	0.1977634598
1152	0.1977207842
1153	0.1976570162
1154	0.1976093653
1155	0.1975475827
1156	0.1975086444
1157	0.197462068
1158	0.1974193691
1159	0.1973669532
1160	0.1973285288
1161	0.1972685681
1162	0.1972292795
1163	0.1971845251
1164	0.1970592547
1165	0.1970206902
1166	0.1969755854
1167	0.1969304806
1168	0.1968750514
1169	0.196842233
1170	0.1968152776
1171	0.1967644733
1172	0.1967021068
1173	0.1966481024
1174	0.1965886557
1175	0.1965395332
1176	0.1964986796
1177	0.1964201491
1178	0.1963706996
1179	0.1963356155
1180	0.1962899735
1181	0.1962204125
1182	0.1961685338
1183	0.196128054
1184	0.1960726014
1185	0.1960381013
1186	0.1959928096
1187	0.1959383615
1188	0.1958992714
1189	0.1958477547
1190	0.1958062237
1191	0.1957723426
1192	0.1957103731
1193	0.1956695545
1194	0.1956211445
1195	0.1955881626
1196	0.1955541997
1197	0.1954954536
1198	0.1954609301
1199	0.1954376419
1200	0.1954176239
1201	0.195375217
1202	0.1953182228
1203	0.1952842365
1204	0.1952264248
1205	0.1951895888
1206	0.1951650626
1207	0.1951311931
1208	0.1950680324
1209	0.1950082585
1210	0.1949262477
1211	0.1948707484
1212	0.1948279094
1213	0.194776054
1214	0.1947123794
1215	0.1946305086
1216	0.1945942566
1217	0.1945437911
1218	0.1944792638
1219	0.1944126227
1220	0.1943491116
1221	0.1943096011
1222	0.1942808821
1223	0.1942478418
1224	0.1941845993
1225	0.19416499
1226	0.194128446
1227	0.1940933502
1228	0.1940543769
1229	0.194014516
1230	0.1939682433
1231	0.1939251356
1232	0.1938963816
1233	0.1938665181
1234	0.1938115911
1235	0.1937526348
1236	0.1936892405
1237	0.1936736955
1238	0.1936094837
1239	0.1935837078
1240	0.1935281852
1241	0.1934878688
1242	0.1934522124
1243	0.1934260395
1244	0.1933950197
1245	0.1933634977
1246	0.1933186849
1247	0.19326878
1248	0.1932324578
1249	0.193193216
1250	0.193114884
1251	0.1930806992
1252	0.1930248496
1253	0.1929879785
1254	0.1929441818
1255	0.1929167124
1256	0.1928833685
1257	0.1928538203
1258	0.1928104907
1259	0.1927611113
1260	0.1927225702
1261	0.192640863
1262	0.1926016795
1263	0.1925599032
1264	0.1925339522
1265	0.1924609926
1266	0.1924239698
1267	0.1923872973
1268	0.1923389457
1269	0.1922881298
1270	0.1922454425
1271	0.1922029889
1272	0.1921573818
1273	0.1921181166
1274	0.1920774382
1275	0.1920377758
1276	0.1920052378
1277	0.1919569212
1278	0.1919310402
1279	0.1918965751
1280	0.191861853
1281	0.1918297354
1282	0.1917565773
1283	0.191710398
1284	0.1916799388
1285	0.1916393655
1286	0.1916020857
1287	0.1915808063
1288	0.1915412725
1289	0.1915105914
1290	0.1914727977
1291	0.1914425137
1292	0.1914120662
1293	0.1913648008
1294	0.1912738787
1295	0.1912410253
1296	0.1912050419
1297	0.1911612568
1298	0.1911332736
1299	0.1911019735
1300	0.1910582819
1301	0.1909888377
1302	0.1909556223
1303	0.1909037202
1304	0.1908797196
1305	0.1908468428
1306	0.1907748526
1307	0.1907266528
1308	0.1906689696
1309	0.1905819834
1310	0.1905387823
1311	0.1905111962
1312	0.1904713353
1313	0.1904438776
1314	0.1904071468
1315	0.1903727984
1316	0.1903311156
1317	0.190292446
1318	0.190251861
1319	0.1902083796
1320	0.1901794504
1321	0.190139753
1322	0.1901050309
1323	0.1900818362
1324	0.1900600896
1325	0.1900375722
1326	0.1900024881
1327	0.189945202
1328	0.1899171837
1329	0.1898744381
1330	0.1898511499
1331	0.189819663
1332	0.1897775947
1333	0.1897527649
1334	0.1896899428
1335	0.1896682196
1336	0.1896510513
1337	0.1896246915
1338	0.1895862671
1339	0.1895300671
1340	0.1895042329
1341	0.1893929074
1342	0.1893473004
1343	0.1893057226
1344	0.1892691786
1345	0.1892446875
1346	0.1892114604
1347	0.1891675935
1348	0.1891327663
1349	0.1890907448
1350	0.1890379201
1351	0.1889810777
1352	0.1889230792
1353	0.1888934842
1354	0.1888762692
1355	0.1888338272
1356	0.1887954029
1357	0.1887273018
1358	0.1886986763
1359	0.1886695018
1360	0.1886289402
1361	0.1886046592
1362	0.188573803
1363	0.1885303099
1364	0.1884962769
1365	0.1884547459
1366	0.1884232239
1367	0.1883860959
1368	0.1883384567
1369	0.1882782742
1370	0.1882333562
1371	0.1881936238
1372	0.1881407874
1373	0.1880786427
1374	0.1880266238
1375	0.1879848943
1376	0.1879500554
1377	0.1879215467
1378	0.1878936803
1379	0.1878523595
1380	0.187799418
1381	0.1877699982
1382	0.1877477378
1383	0.1876727694
1384	0.1876276062
1385	0.187588995
1386	0.1875366958
1387	0.1874828901
1388	0.1874551054
1389	0.1874299486
1390	0.187386362
1391	0.1873396922
1392	0.1873011861
1393	0.187268286
1394	0.1872158934
1395	0.1871911336
1396	0.1871599503
1397	0.1871187347
1398	0.1870886959
1399	0.1870452145
1400	0.1869978206
1401	0.1869665205
1402	0.1869361314
1403	0.1869038736
1404	0.1868458867
1405	0.1868168758
1406	0.1867988432
1407	0.1867735345
1408	0.1866906827
1409	0.1866566263
1410	0.186618786
1411	0.1865855121
1412	0.1865423343
1413	0.1865048677
1414	0.1864695733
1415	0.1864449537
1416	0.1863930049
1417	0.1863497921
1418	0.1863185621
1419	0.1862792151
1420	0.1862255028
1421	0.186159212
1422	0.1861290331
1423	0.186106399
1424	0.1860775632
1425	0.1860152784
1426	0.1859752189
1427	0.1859571396
1428	0.185930955
1429	0.1858615342
1430	0.1858430345
1431	0.1857904317
1432	0.1857715932
1433	0.1857347222
1434	0.1857024411
1435	0.1855990807
1436	0.1855543263
1437	0.1855000417
1438	0.1854602976
1439	0.1854276427
1440	0.1853949061
1441	0.1853677171
1442	0.1853374331
1443	0.185316469
1444	0.1852703248
1445	0.185216192
1446	0.1851886292
1447	0.1851227472
1448	0.1850752015
1449	0.1850581616
1450	0.1850304237
1451	0.184996344
1452	0.1849443952
1453	0.18492391
1454	0.1848732342
1455	0.1848365968
1456	0.1847978804
1457	0.184759678
1458	0.1847379198
1459	0.1846958632
1460	0.1846706246
1461	0.1846356456
1462	0.1845990432
1463	0.18455235
1464	0.1845050378
1465	0.1844668587
1466	0.1844295439
1467	0.1844014789
1468	0.1843730519
1469	0.1843415883
1470	0.1843086298
1471	0.1842914498
1472	0.1842493816
1473	0.1841704423
1474	0.1841159708
1475	0.1840732953
1476	0.1840586613
1477	0.1840280269
1478	0.1840037927
1479	0.1839675874
1480	0.1839461328
1481	0.1838912176
1482	0.1838589364
1483	0.1838327051
1484	0.1838177792
1485	0.1837716933
1486	0.1837406502
1487	0.183718051
1488	0.1836969235
1489	0.1836413074
1490	0.1836057795
1491	0.183566304
1492	0.1835430859
1493	0.183508796
1494	0.1834487185
1495	0.1834158301
1496	0.1833790408
1497	0.1833544679
1498	0.1833203648
1499	0.1832896253
1500	0.183274349
1501	0.1832573325
1502	0.1831888928
1503	0.183166866
1504	0.1831468362
1505	0.1831153843
1506	0.1830737833
1507	0.1830444219
1508	0.1830218461
1509	0.1829967594
1510	0.1829627731
1511	0.1829177617
1512	0.1828941699
1513	0.1828633953
1514	0.1828250761
