iter	NDCG:type=Base_SumError	NDCG:type=Base_SumWeight	MAP_SumError	MAP_SumWeight
120	22.7856137	26	19.24171412	26
121	22.7821707	26	19.24171412	26
122	22.7821707	26	19.24171412	26
123	22.7821707	26	19.24171412	26
124	22.7821707	26	19.24171412	26
125	22.7821707	26	19.24171412	26
126	22.7821707	26	19.24171412	26
127	22.7821707	26	19.24171412	26
128	22.7821707	26	19.24171412	26
129	22.7821707	26	19.24171412	26
130	22.7821707	26	19.24171412	26
131	22.7821707	26	19.24171412	26
132	22.7821707	26	19.24171412	26
133	22.7821707	26	19.24171412	26
134	22.7821707	26	19.24171412	26
135	22.7821707	26	19.24171412	26
136	22.80825395	26	19.30695582	26
137	22.80825395	26	19.30695582	26
138	22.80825395	26	19.30695582	26
139	22.80825395	26	19.30695582	26
140	22.81169694	26	19.30695582	26
141	22.81169694	26	19.30695582	26
142	22.81169694	26	19.30695582	26
143	23.22774956	26	19.89028916	26
144	23.26447203	26	19.93528555	26
145	22.79061831	26	19.24171412	26
146	22.79061831	26	19.24171412	26
147	22.79061831	26	19.24171412	26
148	23.20667093	26	19.82504745	26
149	23.26447203	26	19.93528555	26
150	23.26447203	26	19.93528555	26
151	23.26447203	26	19.93528555	26
152	23.26447203	26	19.93528555	26
153	23.26447203	26	19.93528555	26
154	23.26102904	26	19.93528555	26
155	23.26102904	26	19.93528555	26
156	23.26102904	26	19.93528555	26
157	23.26102904	26	19.93528555	26
158	23.26102904	26	19.93528555	26
159	23.26447203	26	19.93528555	26
160	23.26447203	26	19.93528555	26
161	23.26447203	26	19.93528555	26
162	23.26447203	26	19.93528555	26
163	23.26447203	26	19.93528555	26
164	23.26447203	26	19.93528555	26
165	23.38066682	26	19.97344184	26
166	23.38066682	26	19.97344184	26
167	23.38896939	26	19.99725136	26
168	23.38896939	26	19.99725136	26
169	23.39241238	26	19.99725136	26
170	23.39241238	26	19.99725136	26
171	23.39241238	26	19.99725136	26
172	23.39241238	26	19.99725136	26
173	23.39241238	26	19.99725136	26
174	23.39241238	26	19.99725136	26
175	23.4204353	26	20.00634227	26
176	23.4204353	26	20.00634227	26
177	23.4204353	26	20.00634227	26
178	23.4204353	26	20.00634227	26
179	23.4204353	26	20.00634227	26
180	23.4204353	26	20.00634227	26
181	23.4204353	26	20.00634227	26
182	23.4204353	26	20.00634227	26
183	23.4204353	26	20.00634227	26
184	23.4204353	26	20.00634227	26
185	23.4169923	26	20.00634227	26
186	23.4169923	26	20.00634227	26
187	23.4169923	26	20.00634227	26
188	23.43410022	26	20.05634227	26
189	23.43410022	26	20.05634227	26
190	23.43410022	26	20.05634227	26
191	23.43410022	26	20.05634227	26
192	23.43410022	26	20.05634227	26
193	23.43410022	26	20.05634227	26
194	23.43410022	26	20.05634227	26
195	23.37629912	26	19.94610417	26
196	23.37629912	26	19.94610417	26
197	23.37629912	26	19.94610417	26
198	23.37629912	26	19.94610417	26
199	23.37629912	26	19.94610417	26
200	23.37831637	26	19.95251443	26
201	23.37831637	26	19.95251443	26
202	23.37831637	26	19.95251443	26
203	23.12206917	26	19.61009019	26
204	23.12206917	26	19.61009019	26
205	23.12206917	26	19.61009019	26
206	22.94600856	26	19.36009019	26
207	22.94600856	26	19.36009019	26
208	22.94600856	26	19.36009019	26
209	22.94882815	26	19.36766595	26
210	22.94882815	26	19.36766595	26
211	22.94882815	26	19.36766595	26
212	22.94882815	26	19.36766595	26
213	22.94882815	26	19.36766595	26
214	22.94882815	26	19.36766595	26
215	22.94882815	26	19.36766595	26
216	22.94882815	26	19.36766595	26
217	22.96045551	26	19.37675685	26
218	22.96045551	26	19.37675685	26
219	22.94882815	26	19.36766595	26
220	22.94882815	26	19.36766595	26
221	22.94882815	26	19.36766595	26
222	22.93463305	26	19.34266595	26
223	22.93463305	26	19.34266595	26
224	22.93463305	26	19.34266595	26
225	22.93463305	26	19.34266595	26
226	22.93463305	26	19.34266595	26
227	22.93463305	26	19.34266595	26
228	22.93463305	26	19.34266595	26
229	22.93463305	26	19.34266595	26
230	22.93463305	26	19.34266595	26
231	22.93463305	26	19.34266595	26
232	22.93463305	26	19.34266595	26
233	22.93463305	26	19.34266595	26
234	22.93463305	26	19.34266595	26
235	22.93463305	26	19.34266595	26
236	22.93463305	26	19.34266595	26
237	22.93463305	26	19.34266595	26
238	22.94882815	26	19.36766595	26
239	22.93463305	26	19.34266595	26
240	22.93463305	26	19.34266595	26
241	22.92340566	26	19.34266595	26
242	22.93463305	26	19.34266595	26
243	22.93463305	26	19.34266595	26
244	22.93463305	26	19.34266595	26
245	22.93463305	26	19.34266595	26
246	22.93463305	26	19.34266595	26
247	22.93463305	26	19.34266595	26
248	22.93463305	26	19.34266595	26
249	22.93463305	26	19.34266595	26
250	22.94882815	26	19.36766595	26
251	22.93463305	26	19.34266595	26
252	22.93463305	26	19.34266595	26
253	22.93463305	26	19.34266595	26
254	22.93463305	26	19.34266595	26
255	22.93463305	26	19.34266595	26
256	22.94258645	26	19.34266595	26
257	22.94258645	26	19.34266595	26
258	22.94258645	26	19.34266595	26
259	22.94258645	26	19.34266595	26
260	22.94258645	26	19.34266595	26
261	22.94602945	26	19.34266595	26
262	22.94258645	26	19.34266595	26
263	22.94258645	26	19.34266595	26
264	22.94258645	26	19.34266595	26
265	22.93135905	26	19.34266595	26
266	22.93135905	26	19.34266595	26
267	22.93135905	26	19.34266595	26
268	22.93135905	26	19.34266595	26
269	22.93135905	26	19.34266595	26
270	22.93135905	26	19.34266595	26
271	22.93135905	26	19.34266595	26
272	22.94258645	26	19.34266595	26
273	22.93135905	26	19.34266595	26
274	22.93135905	26	19.34266595	26
275	22.93135905	26	19.34266595	26
276	22.93135905	26	19.34266595	26
277	22.93135905	26	19.34266595	26
278	22.94258645	26	19.34266595	26
279	22.93135905	26	19.34266595	26
280	22.9192013	26	19.33509019	26
281	22.9079739	26	19.33509019	26
282	22.9079739	26	19.33509019	26
283	22.9079739	26	19.33509019	26
284	22.9192013	26	19.33509019	26
285	22.9192013	26	19.33509019	26
286	22.9079739	26	19.33509019	26
287	22.9079739	26	19.33509019	26
288	22.9079739	26	19.33509019	26
289	22.9079739	26	19.33509019	26
290	22.9079739	26	19.33509019	26
291	22.9079739	26	19.33509019	26
292	22.9079739	26	19.33509019	26
293	22.9079739	26	19.33509019	26
294	22.9079739	26	19.33509019	26
295	22.9079739	26	19.33509019	26
296	22.9079739	26	19.33509019	26
297	22.9079739	26	19.33509019	26
298	22.9079739	26	19.33509019	26
299	22.9079739	26	19.33509019	26
300	22.9079739	26	19.33509019	26
301	22.9079739	26	19.33509019	26
302	22.9079739	26	19.33509019	26
303	22.9079739	26	19.33509019	26
304	22.9079739	26	19.33509019	26
305	22.9079739	26	19.33509019	26
306	22.9079739	26	19.33509019	26
307	22.9079739	26	19.33509019	26
308	22.9079739	26	19.33509019	26
309	22.9079739	26	19.33509019	26
310	23.01715878	26	19.75175685	26
311	23.01715878	26	19.75175685	26
312	23.01715878	26	19.75175685	26
313	23.01715878	26	19.75175685	26
314	23.02838617	26	19.75175685	26
315	23.02838617	26	19.75175685	26
316	23.02838617	26	19.75175685	26
317	23.02838617	26	19.75175685	26
318	23.02838617	26	19.75175685	26
319	23.02838617	26	19.75175685	26
320	23.02838617	26	19.75175685	26
321	23.02838617	26	19.75175685	26
322	23.02838617	26	19.75175685	26
323	23.02838617	26	19.75175685	26
324	23.02838617	26	19.75175685	26
325	23.02838617	26	19.75175685	26
326	23.02838617	26	19.75175685	26
327	23.02838617	26	19.75175685	26
328	23.02838617	26	19.75175685	26
329	23.02838617	26	19.75175685	26
330	23.02838617	26	19.75175685	26
331	23.02838617	26	19.75175685	26
332	23.02838617	26	19.75175685	26
333	23.01129238	26	19.75175685	26
334	23.01129238	26	19.75175685	26
335	23.01129238	26	19.75175685	26
336	23.01129238	26	19.75175685	26
337	23.01129238	26	19.75175685	26
338	23.01129238	26	19.75175685	26
339	23.01129238	26	19.75175685	26
340	23.01129238	26	19.75175685	26
341	23.01129238	26	19.75175685	26
342	23.01129238	26	19.75175685	26
343	23.01129238	26	19.75175685	26
344	23.01129238	26	19.75175685	26
345	23.01129238	26	19.75175685	26
346	23.01129238	26	19.75175685	26
347	23.01129238	26	19.75175685	26
348	23.01129238	26	19.75175685	26
349	23.01129238	26	19.75175685	26
350	23.01129238	26	19.75175685	26
351	23.01129238	26	19.75175685	26
352	23.01129238	26	19.75175685	26
353	23.01129238	26	19.75175685	26
354	23.01129238	26	19.75175685	26
355	23.01129238	26	19.75175685	26
356	23.187353	26	20.00175685	26
357	23.187353	26	20.00175685	26
358	23.187353	26	20.00175685	26
359	23.19993423	26	20.00175685	26
360	23.19993423	26	20.00175685	26
361	23.187353	26	20.00175685	26
362	23.187353	26	20.00175685	26
363	23.01129238	26	19.75175685	26
364	23.01129238	26	19.75175685	26
365	23.20337723	26	20.00175685	26
366	23.22047103	26	20.00175685	26
367	23.22047103	26	20.00175685	26
368	23.21702803	26	20.00175685	26
369	23.21702803	26	20.00175685	26
370	23.21702803	26	20.00175685	26
371	23.21702803	26	20.00175685	26
372	23.21702803	26	20.00175685	26
373	23.04096741	26	19.75175685	26
374	23.04096741	26	19.75175685	26
375	23.02838617	26	19.75175685	26
376	23.02838617	26	19.75175685	26
377	23.02838617	26	19.75175685	26
378	23.02838617	26	19.75175685	26
379	23.02838617	26	19.75175685	26
380	23.02838617	26	19.75175685	26
381	23.02838617	26	19.75175685	26
382	23.02838617	26	19.75175685	26
383	23.02838617	26	19.75175685	26
384	23.02838617	26	19.75175685	26
385	23.02838617	26	19.75175685	26
386	23.02838617	26	19.75175685	26
387	23.02838617	26	19.75175685	26
388	23.02838617	26	19.75175685	26
389	23.01715878	26	19.75175685	26
390	23.02828228	26	19.76009019	26
391	23.01715878	26	19.75175685	26
392	23.01715878	26	19.75175685	26
393	23.01715878	26	19.75175685	26
394	23.01715878	26	19.75175685	26
395	23.01715878	26	19.75175685	26
396	23.01715878	26	19.75175685	26
397	23.02974001	26	19.75175685	26
398	23.02974001	26	19.75175685	26
399	23.02974001	26	19.75175685	26
400	23.02974001	26	19.75175685	26
401	23.02974001	26	19.75175685	26
402	23.02974001	26	19.75175685	26
403	23.02974001	26	19.75175685	26
404	23.02974001	26	19.75175685	26
405	23.02974001	26	19.75175685	26
406	23.01715878	26	19.75175685	26
407	23.01715878	26	19.75175685	26
408	23.02828228	26	19.76009019	26
409	23.02828228	26	19.76009019	26
410	23.02828228	26	19.76009019	26
411	23.04086352	26	19.76009019	26
412	23.02828228	26	19.76009019	26
413	23.06139816	26	19.79342352	26
414	23.06139816	26	19.79342352	26
415	23.06935156	26	19.79342352	26
416	23.06139816	26	19.79342352	26
417	23.05664826	26	19.79342352	26
418	23.05664826	26	19.79342352	26
419	23.05664826	26	19.79342352	26
420	23.05664826	26	19.79342352	26
421	23.05664826	26	19.79342352	26
422	23.05664826	26	19.79342352	26
423	23.05664826	26	19.79342352	26
424	23.05664826	26	19.79342352	26
425	23.05664826	26	19.79342352	26
426	23.03148578	26	19.77259019	26
427	23.03148578	26	19.77259019	26
428	23.03148578	26	19.77259019	26
429	23.03148578	26	19.77259019	26
430	23.03148578	26	19.77259019	26
431	23.03148578	26	19.77259019	26
432	23.05664826	26	19.79342352	26
433	23.05664826	26	19.79342352	26
434	23.05664826	26	19.79342352	26
435	23.06460166	26	19.79342352	26
436	23.1121255	26	19.83509019	26
437	23.1121255	26	19.83509019	26
438	23.1041721	26	19.83509019	26
439	23.1041721	26	19.83509019	26
440	23.1041721	26	19.83509019	26
441	23.1041721	26	19.83509019	26
442	23.1041721	26	19.83509019	26
443	23.1041721	26	19.83509019	26
444	23.1041721	26	19.83509019	26
445	23.1041721	26	19.83509019	26
446	23.1041721	26	19.83509019	26
447	23.1041721	26	19.83509019	26
448	23.1041721	26	19.83509019	26
449	23.23729944	26	19.93509019	26
450	23.23729944	26	19.93509019	26
451	23.23729944	26	19.93509019	26
452	23.23729944	26	19.93509019	26
453	23.23729944	26	19.93509019	26
454	23.23729944	26	19.93509019	26
455	23.23729944	26	19.93509019	26
456	23.23729944	26	19.93509019	26
457	23.23729944	26	19.93509019	26
458	23.23729944	26	19.93509019	26
459	23.21218389	26	19.93509019	26
460	23.21218389	26	19.93509019	26
461	23.21218389	26	19.93509019	26
462	23.21218389	26	19.93509019	26
463	23.21218389	26	19.93509019	26
464	23.20302942	26	19.93509019	26
465	23.20302942	26	19.93509019	26
466	23.19507602	26	19.93509019	26
467	23.19507602	26	19.93509019	26
468	23.19507602	26	19.93509019	26
469	23.19507602	26	19.93509019	26
470	23.20302942	26	19.93509019	26
471	23.34974086	26	20.14342352	26
472	23.34974086	26	20.14342352	26
473	23.34974086	26	20.14342352	26
474	23.34974086	26	20.14342352	26
475	23.34974086	26	20.14342352	26
476	23.34974086	26	20.14342352	26
477	23.34974086	26	20.14342352	26
478	23.34974086	26	20.14342352	26
479	23.34974086	26	20.14342352	26
480	23.34974086	26	20.14342352	26
481	23.34974086	26	20.14342352	26
482	23.34974086	26	20.14342352	26
483	23.39385386	26	20.20866522	26
484	23.39385386	26	20.20866522	26
485	23.39385386	26	20.20866522	26
486	23.39385386	26	20.20866522	26
487	23.41896941	26	20.20866522	26
488	23.41896941	26	20.20866522	26
489	23.41896941	26	20.20866522	26
490	23.41896941	26	20.20866522	26
491	23.41896941	26	20.20866522	26
492	23.41896941	26	20.20866522	26
493	23.41896941	26	20.20866522	26
494	23.41896941	26	20.20866522	26
495	23.41101601	26	20.20866522	26
496	23.41101601	26	20.20866522	26
497	23.40399819	26	20.20866522	26
498	23.39843644	26	20.20866522	26
499	23.39843644	26	20.20866522	26
500	23.39843644	26	20.20866522	26
501	23.39843644	26	20.20866522	26
502	23.39843644	26	20.20866522	26
503	23.39843644	26	20.20866522	26
504	23.39843644	26	20.20866522	26
505	23.39843644	26	20.20866522	26
506	23.39843644	26	20.20866522	26
507	23.39843644	26	20.20866522	26
508	23.39843644	26	20.20866522	26
509	23.39843644	26	20.20866522	26
510	23.39843644	26	20.20866522	26
511	23.39843644	26	20.20866522	26
512	23.39843644	26	20.20866522	26
513	23.39843644	26	20.20866522	26
514	23.39843644	26	20.20866522	26
515	23.39843644	26	20.20866522	26
516	23.39843644	26	20.20866522	26
517	23.39843644	26	20.20866522	26
518	23.39843644	26	20.20866522	26
519	23.39843644	26	20.20866522	26
520	23.37888264	26	20.20866522	26
521	23.37888264	26	20.20866522	26
522	23.37888264	26	20.20866522	26
523	23.37888264	26	20.20866522	26
524	23.37888264	26	20.20866522	26
525	23.37888264	26	20.20866522	26
526	23.37888264	26	20.20866522	26
527	23.37888264	26	20.20866522	26
528	23.37332089	26	20.20866522	26
529	23.37332089	26	20.20866522	26
530	23.37332089	26	20.20866522	26
531	23.37332089	26	20.20866522	26
532	23.37332089	26	20.20866522	26
533	23.37332089	26	20.20866522	26
534	23.37332089	26	20.20866522	26
535	23.37332089	26	20.20866522	26
536	23.37332089	26	20.20866522	26
537	23.37332089	26	20.20866522	26
538	23.37332089	26	20.20866522	26
539	23.37332089	26	20.20866522	26
540	23.37332089	26	20.20866522	26
541	23.37332089	26	20.20866522	26
542	23.37332089	26	20.20866522	26
543	23.37332089	26	20.20866522	26
544	23.37332089	26	20.20866522	26
545	23.37332089	26	20.20866522	26
546	23.37332089	26	20.20866522	26
547	23.37332089	26	20.20866522	26
548	23.37332089	26	20.20866522	26
549	23.37332089	26	20.20866522	26
550	23.37332089	26	20.20866522	26
551	23.37332089	26	20.20866522	26
552	23.37332089	26	20.20866522	26
553	23.37332089	26	20.20866522	26
554	23.37332089	26	20.20866522	26
555	23.37332089	26	20.20866522	26
556	23.37332089	26	20.20866522	26
557	23.37332089	26	20.20866522	26
558	23.37332089	26	20.20866522	26
559	23.37332089	26	20.20866522	26
560	23.37332089	26	20.20866522	26
561	23.37332089	26	20.20866522	26
562	23.37332089	26	20.20866522	26
563	23.37332089	26	20.20866522	26
564	23.40652087	26	20.32116522	26
565	23.40652087	26	20.32116522	26
566	23.40652087	26	20.32116522	26
567	23.40652087	26	20.32116522	26
568	23.40652087	26	20.32116522	26
569	23.40652087	26	20.32116522	26
570	23.40652087	26	20.32116522	26
571	23.40652087	26	20.32116522	26
572	23.40652087	26	20.32116522	26
573	23.40383021	26	20.32116522	26
574	23.40383021	26	20.32116522	26
575	23.40383021	26	20.32116522	26
576	23.40383021	26	20.32116522	26
577	23.40383021	26	20.32116522	26
578	23.40383021	26	20.32116522	26
579	23.40383021	26	20.32116522	26
580	23.40383021	26	20.32116522	26
581	23.40383021	26	20.32116522	26
582	23.40383021	26	20.32116522	26
583	23.40383021	26	20.32116522	26
584	23.40383021	26	20.32116522	26
585	23.40383021	26	20.32116522	26
586	23.40383021	26	20.32116522	26
587	23.40383021	26	20.32116522	26
588	23.40383021	26	20.32116522	26
589	23.40383021	26	20.32116522	26
590	23.40383021	26	20.32116522	26
591	23.40383021	26	20.32116522	26
592	23.40383021	26	20.32116522	26
593	23.40383021	26	20.32116522	26
594	23.40383021	26	20.32116522	26
595	23.40383021	26	20.32116522	26
596	23.40383021	26	20.32116522	26
597	23.40383021	26	20.32116522	26
598	23.40383021	26	20.32116522	26
599	23.40383021	26	20.32116522	26
600	23.40383021	26	20.32116522	26
601	23.40383021	26	20.32116522	26
602	23.40383021	26	20.32116522	26
603	23.40383021	26	20.32116522	26
604	23.40383021	26	20.32116522	26
605	23.40383021	26	20.32116522	26
606	23.40383021	26	20.32116522	26
607	23.40383021	26	20.32116522	26
608	23.40383021	26	20.32116522	26
609	23.40383021	26	20.32116522	26
610	23.40383021	26	20.32116522	26
611	23.40383021	26	20.32116522	26
612	23.40383021	26	20.32116522	26
613	23.40383021	26	20.32116522	26
614	23.40383021	26	20.32116522	26
615	23.40383021	26	20.32116522	26
616	23.29464533	26	19.90449856	26
617	23.40383021	26	20.32116522	26
618	23.40383021	26	20.32116522	26
619	23.40383021	26	20.32116522	26
620	23.40383021	26	20.32116522	26
621	23.40383021	26	20.32116522	26
622	23.40383021	26	20.32116522	26
623	23.40383021	26	20.32116522	26
624	23.40383021	26	20.32116522	26
625	23.40383021	26	20.32116522	26
626	23.40383021	26	20.32116522	26
627	23.29464533	26	19.90449856	26
628	23.40383021	26	20.32116522	26
629	23.40383021	26	20.32116522	26
630	23.29464533	26	19.90449856	26
631	23.28634276	26	19.88068903	26
632	23.27985701	26	19.86283189	26
633	23.27985701	26	19.86283189	26
634	23.27985701	26	19.86283189	26
635	23.27985701	26	19.86283189	26
636	23.27985701	26	19.86283189	26
637	23.27985701	26	19.86283189	26
638	23.27985701	26	19.86283189	26
639	23.27985701	26	19.86283189	26
640	23.27985701	26	19.86283189	26
641	23.27985701	26	19.86283189	26
642	23.27985701	26	19.86283189	26
643	23.27985701	26	19.86283189	26
644	23.27985701	26	19.86283189	26
645	23.27985701	26	19.86283189	26
646	23.27985701	26	19.86283189	26
647	23.27739895	26	19.85642163	26
648	23.27739895	26	19.85642163	26
649	23.27739895	26	19.85642163	26
650	23.27739895	26	19.85642163	26
651	23.27739895	26	19.85642163	26
652	23.27739895	26	19.85642163	26
653	23.27739895	26	19.85642163	26
654	23.27739895	26	19.85642163	26
655	23.27739895	26	19.85642163	26
656	23.27739895	26	19.85642163	26
657	23.27739895	26	19.85642163	26
658	23.27739895	26	19.85642163	26
659	23.27739895	26	19.85642163	26
660	23.27739895	26	19.85642163	26
661	23.27739895	26	19.85642163	26
662	23.27739895	26	19.85642163	26
663	23.27739895	26	19.85642163	26
664	23.27739895	26	19.85642163	26
665	23.27739895	26	19.85642163	26
666	23.27739895	26	19.85642163	26
667	23.27739895	26	19.85642163	26
668	23.27739895	26	19.85642163	26
669	23.27739895	26	19.85642163	26
670	23.27739895	26	19.85642163	26
671	23.27739895	26	19.85642163	26
672	23.27739895	26	19.85642163	26
673	23.27739895	26	19.85642163	26
674	23.27739895	26	19.85642163	26
675	23.27739895	26	19.85642163	26
676	23.27739895	26	19.85642163	26
677	23.27739895	26	19.85642163	26
678	23.27739895	26	19.85642163	26
679	23.27739895	26	19.85642163	26
680	23.27739895	26	19.85642163	26
681	23.27739895	26	19.85642163	26
682	23.27739895	26	19.85642163	26
683	23.27739895	26	19.85642163	26
684	23.27739895	26	19.85642163	26
685	23.27739895	26	19.85642163	26
686	23.27739895	26	19.85642163	26
687	23.27739895	26	19.85642163	26
688	23.27739895	26	19.85642163	26
689	23.28862635	26	19.85642163	26
690	23.28862635	26	19.85642163	26
691	23.28862635	26	19.85642163	26
692	23.28862635	26	19.85642163	26
693	23.28862635	26	19.85642163	26
694	23.28862635	26	19.85642163	26
695	23.28862635	26	19.85642163	26
696	23.28862635	26	19.85642163	26
697	23.28862635	26	19.85642163	26
698	23.28862635	26	19.85642163	26
699	23.28862635	26	19.85642163	26
700	23.28862635	26	19.85642163	26
701	23.27739895	26	19.85642163	26
702	23.27739895	26	19.85642163	26
703	23.28862635	26	19.85642163	26
704	23.28862635	26	19.85642163	26
705	23.28862635	26	19.85642163	26
706	23.28862635	26	19.85642163	26
707	23.28862635	26	19.85642163	26
708	23.28862635	26	19.85642163	26
709	23.27739895	26	19.85642163	26
710	23.27739895	26	19.85642163	26
711	23.27739895	26	19.85642163	26
712	23.27739895	26	19.85642163	26
713	23.27739895	26	19.85642163	26
714	23.27739895	26	19.85642163	26
715	23.27739895	26	19.85642163	26
716	23.27739895	26	19.85642163	26
717	23.27739895	26	19.85642163	26
718	23.27739895	26	19.85642163	26
719	23.27739895	26	19.85642163	26
720	23.27739895	26	19.85642163	26
721	23.27739895	26	19.85642163	26
722	23.27739895	26	19.85642163	26
723	23.27739895	26	19.85642163	26
724	23.27739895	26	19.85642163	26
725	23.27739895	26	19.85642163	26
726	23.27739895	26	19.85642163	26
727	23.27739895	26	19.85642163	26
728	23.27739895	26	19.85642163	26
729	23.27739895	26	19.85642163	26
730	23.26030516	26	19.85642163	26
731	23.26030516	26	19.85642163	26
732	23.26030516	26	19.85642163	26
733	23.26030516	26	19.85642163	26
734	23.26030516	26	19.85642163	26
735	23.26030516	26	19.85642163	26
736	23.26030516	26	19.85642163	26
737	23.26030516	26	19.85642163	26
738	23.27153256	26	19.85642163	26
739	23.27153256	26	19.85642163	26
740	23.27153256	26	19.85642163	26
741	23.27153256	26	19.85642163	26
742	23.27153256	26	19.85642163	26
743	23.27153256	26	19.85642163	26
744	23.26030516	26	19.85642163	26
745	23.26030516	26	19.85642163	26
746	23.26030516	26	19.85642163	26
747	23.27153256	26	19.85642163	26
748	23.27153256	26	19.85642163	26
749	23.27153256	26	19.85642163	26
750	23.27153256	26	19.85642163	26
751	23.27153256	26	19.85642163	26
752	23.27153256	26	19.85642163	26
753	23.27153256	26	19.85642163	26
754	23.27153256	26	19.85642163	26
755	23.27153256	26	19.85642163	26
756	23.27153256	26	19.85642163	26
757	23.27153256	26	19.85642163	26
758	23.27153256	26	19.85642163	26
759	23.27153256	26	19.85642163	26
760	23.27153256	26	19.85642163	26
761	23.27153256	26	19.85642163	26
762	23.27153256	26	19.85642163	26
763	23.27153256	26	19.85642163	26
764	23.27153256	26	19.85642163	26
765	23.27153256	26	19.85642163	26
766	23.27153256	26	19.85642163	26
767	23.27153256	26	19.85642163	26
768	23.27153256	26	19.85642163	26
769	23.27153256	26	19.85642163	26
770	23.27153256	26	19.85642163	26
771	23.27153256	26	19.85642163	26
