iter	Passed	Remaining
999	1997	3995
1000	1999	3993
1001	2001	3991
1002	2003	3989
1003	2005	3987
1004	2007	3985
1005	2009	3983
1006	2011	3980
1007	2013	3979
1008	2015	3977
1009	2017	3975
1010	2019	3972
1011	2021	3970
1012	2023	3968
1013	2025	3966
1014	2027	3964
1015	2029	3962
1016	2031	3960
1017	2033	3958
1018	2035	3956
1019	2037	3954
1020	2039	3952
1021	2041	3950
1022	2043	3948
1023	2045	3946
1024	2047	3944
1025	2049	3942
1026	2051	3940
1027	2053	3938
1028	2055	3936
1029	2057	3934
1030	2059	3932
1031	2061	3930
1032	2063	3928
1033	2065	3926
1034	2067	3924
1035	2069	3922
1036	2071	3920
1037	2073	3918
1038	2075	3916
1039	2077	3914
1040	2079	3912
1041	2081	3910
1042	2083	3908
1043	2085	3906
1044	2087	3904
1045	2089	3902
1046	2091	3900
1047	2093	3898
1048	2095	3896
1049	2097	3894
1050	2099	3892
1051	2100	3890
1052	2102	3888
1053	2104	3886
1054	2106	3884
1055	2108	3882
1056	2110	3880
1057	2112	3878
1058	2114	3876
1059	2116	3874
1060	2118	3872
1061	2120	3869
1062	2122	3867
1063	2124	3866
1064	2126	3864
1065	2128	3862
1066	2130	3859
1067	2132	3857
1068	2134	3855
1069	2136	3853
1070	2138	3851
1071	2140	3849
1072	2142	3847
1073	2144	3845
1074	2146	3843
1075	2148	3841
1076	2150	3839
1077	2152	3837
1078	2154	3835
1079	2156	3833
1080	2158	3831
1081	2160	3829
1082	2162	3827
1083	2164	3825
1084	2166	3823
1085	2168	3821
1086	2170	3819
1087	2172	3817
1088	2174	3815
1089	2176	3813
1090	2178	3811
1091	2180	3809
1092	2181	3806
1093	2183	3804
1094	2185	3802
1095	2187	3800
1096	2189	3798
1097	2191	3796
1098	2193	3794
1099	2195	3792
1100	2197	3790
1101	2199	3788
1102	2201	3786
1103	2203	3784
1104	2205	3782
1105	2207	3780
1106	2209	3778
1107	2211	3776
1108	2213	3774
1109	2215	3772
1110	2217	3770
1111	2219	3768
1112	2221	3766
1113	2223	3764
1114	2225	3762
1115	2227	3760
1116	2229	3758
1117	2231	3756
1118	2233	3754
1119	2235	3752
1120	2237	3750
1121	2239	3747
1122	2241	3745
1123	2243	3743
1124	2245	3741
1125	2247	3739
1126	2249	3737
1127	2250	3735
1128	2252	3733
1129	2254	3731
1130	2256	3729
1131	2258	3727
1132	2260	3725
1133	2262	3723
1134	2264	3721
1135	2266	3719
1136	2268	3717
1137	2270	3715
1138	2272	3713
1139	2274	3711
1140	2276	3709
1141	2278	3707
1142	2280	3705
1143	2282	3703
1144	2284	3701
1145	2286	3699
1146	2288	3697
1147	2290	3694
1148	2292	3692
1149	2294	3690
1150	2296	3688
1151	2298	3686
1152	2300	3684
1153	2302	3682
1154	2304	3680
1155	2306	3678
1156	2308	3676
1157	2310	3674
1158	2312	3672
1159	2314	3670
1160	2315	3668
1161	2317	3666
1162	2319	3664
1163	2321	3662
1164	2323	3660
1165	2325	3658
1166	2327	3656
1167	2329	3654
1168	2331	3652
1169	2333	3650
1170	2335	3648
1171	2337	3646
1172	2339	3644
1173	2341	3642
1174	2343	3640
1175	2345	3638
1176	2347	3635
1177	2349	3633
1178	2351	3631
1179	2353	3629
1180	2355	3627
1181	2357	3625
1182	2359	3623
1183	2361	3621
1184	2363	3619
1185	2365	3617
1186	2367	3615
1187	2369	3613
1188	2371	3611
1189	2373	3609
1190	2375	3607
1191	2377	3605
1192	2379	3603
1193	2380	3601
1194	2382	3599
1195	2384	3597
1196	2386	3595
1197	2388	3593
1198	2390	3591
1199	2392	3589
1200	2394	3587
1201	2396	3585
1202	2398	3583
1203	2400	3581
1204	2402	3579
1205	2404	3576
1206	2406	3574
1207	2408	3572
1208	2410	3570
1209	2412	3568
1210	2414	3566
1211	2416	3564
1212	2418	3562
1213	2420	3560
1214	2422	3558
1215	2424	3556
1216	2426	3554
1217	2428	3552
1218	2430	3550
1219	2432	3548
1220	2434	3546
1221	2436	3544
1222	2438	3542
1223	2440	3540
1224	2442	3538
1225	2443	3536
1226	2445	3534
1227	2447	3532
1228	2449	3530
1229	2451	3528
1230	2453	3526
1231	2455	3524
1232	2457	3522
1233	2459	3520
1234	2461	3518
1235	2463	3516
1236	2465	3514
1237	2467	3512
1238	2469	3510
1239	2471	3508
1240	2473	3506
1241	2475	3504
1242	2477	3502
1243	2479	3500
1244	2481	3498
1245	2483	3496
1246	2485	3494
1247	2487	3492
1248	2489	3490
1249	2491	3488
1250	2493	3486
1251	2495	3484
1252	2497	3482
1253	2499	3480
1254	2501	3478
1255	2503	3476
1256	2505	3474
1257	2507	3471
1258	2509	3469
1259	2511	3468
1260	2513	3465
1261	2515	3463
1262	2517	3461
1263	2519	3459
1264	2521	3458
1265	2523	3456
1266	2525	3454
1267	2527	3452
1268	2529	3449
1269	2531	3447
1270	2533	3445
1271	2535	3443
1272	2536	3441
1273	2538	3439
1274	2540	3437
1275	2542	3435
1276	2544	3433
1277	2546	3431
1278	2548	3429
1279	2550	3427
1280	2552	3425
1281	2554	3423
1282	2556	3421
1283	2558	3419
1284	2560	3417
1285	2562	3415
1286	2564	3413
1287	2566	3411
1288	2568	3409
1289	2570	3407
1290	2572	3405
1291	2574	3403
1292	2576	3401
1293	2578	3399
1294	2580	3397
1295	2582	3395
1296	2584	3393
1297	2586	3391
1298	2588	3389
1299	2590	3387
1300	2592	3385
1301	2594	3383
1302	2596	3381
1303	2598	3379
1304	2600	3377
1305	2602	3375
1306	2604	3373
1307	2606	3372
1308	2608	3370
1309	2610	3368
1310	2612	3366
1311	2614	3364
1312	2616	3362
1313	2618	3359
1314	2620	3357
1315	2622	3355
1316	2624	3353
1317	2626	3351
1318	2628	3349
1319	2630	3347
1320	2632	3345
1321	2634	3343
1322	2636	3341
1323	2638	3339
1324	2640	3337
1325	2642	3335
1326	2644	3333
1327	2646	3331
1328	2648	3329
1329	2650	3327
1330	2652	3325
1331	2654	3323
1332	2656	3321
1333	2658	3319
1334	2660	3317
1335	2662	3315
1336	2664	3313
1337	2666	3311
1338	2667	3309
1339	2669	3307
1340	2671	3305
1341	2673	3303
1342	2675	3301
1343	2677	3299
1344	2679	3297
1345	2681	3295
1346	2683	3293
1347	2685	3291
1348	2687	3289
1349	2689	3287
1350	2691	3285
1351	2693	3283
1352	2695	3281
1353	2697	3279
1354	2699	3277
1355	2701	3275
1356	2703	3273
1357	2705	3271
1358	2707	3269
1359	2709	3267
1360	2711	3265
1361	2713	3263
1362	2715	3261
1363	2717	3259
1364	2719	3257
1365	2721	3255
1366	2723	3253
1367	2725	3251
1368	2727	3249
1369	2729	3247
1370	2731	3245
1371	2733	3243
1372	2735	3241
1373	2737	3239
1374	2739	3237
1375	2741	3235
1376	2743	3233
1377	2745	3231
1378	2747	3229
1379	2748	3227
1380	2750	3224
1381	2752	3222
1382	2754	3220
1383	2756	3218
1384	2758	3216
1385	2760	3214
1386	2762	3213
1387	2764	3211
1388	2766	3208
1389	2768	3206
1390	2770	3205
1391	2772	3203
1392	2774	3201
1393	2776	3198
1394	2778	3196
1395	2780	3194
1396	2782	3192
1397	2784	3190
1398	2786	3188
1399	2788	3186
1400	2790	3184
1401	2792	3182
1402	2794	3180
1403	2796	3178
1404	2798	3176
1405	2800	3174
1406	2802	3172
1407	2804	3170
1408	2806	3168
1409	2808	3166
1410	2810	3164
1411	2812	3162
1412	2814	3160
1413	2816	3158
1414	2818	3156
1415	2820	3154
1416	2822	3152
1417	2824	3150
1418	2826	3148
1419	2828	3146
1420	2830	3144
1421	2832	3142
1422	2833	3140
1423	2835	3138
1424	2837	3136
1425	2839	3134
1426	2841	3132
1427	2843	3130
1428	2845	3128
1429	2847	3126
1430	2849	3124
1431	2851	3122
1432	2853	3120
1433	2855	3118
1434	2857	3116
1435	2859	3114
1436	2861	3112
1437	2863	3110
1438	2865	3108
1439	2867	3106
1440	2869	3104
1441	2871	3102
1442	2873	3100
1443	2874	3097
1444	2876	3095
1445	2878	3093
1446	2880	3091
1447	2882	3089
1448	2884	3087
1449	2886	3085
1450	2888	3083
1451	2890	3081
1452	2892	3079
1453	2894	3077
1454	2896	3075
1455	2898	3073
1456	2900	3071
1457	2902	3069
1458	2904	3067
1459	2906	3065
1460	2908	3063
1461	2910	3061
1462	2912	3059
1463	2914	3057
1464	2916	3055
1465	2918	3053
1466	2920	3051
1467	2922	3049
1468	2923	3047
1469	2925	3045
1470	2927	3043
1471	2929	3041
1472	2931	3039
1473	2933	3037
1474	2935	3035
1475	2937	3033
1476	2939	3031
1477	2941	3029
1478	2943	3027
1479	2945	3025
1480	2947	3023
1481	2949	3021
1482	2951	3019
1483	2953	3017
1484	2955	3015
1485	2957	3013
1486	2959	3011
1487	2961	3009
1488	2963	3007
1489	2965	3005
1490	2967	3003
1491	2969	3001
1492	2971	2999
1493	2973	2997
1494	2975	2995
1495	2977	2993
1496	2979	2991
1497	2981	2989
1498	2983	2987
1499	2985	2985
1500	2987	2983
1501	2989	2981
1502	2991	2979
1503	2993	2977
1504	2994	2975
1505	2996	2973
1506	2998	2971
1507	3000	2969
1508	3002	2967
1509	3004	2965
1510	3006	2963
1511	3008	2961
1512	3010	2959
1513	3012	2957
1514	3014	2955
1515	3016	2953
1516	3018	2951
1517	3020	2949
1518	3022	2947
1519	3024	2944
1520	3026	2942
1521	3028	2940
1522	3030	2938
1523	3032	2936
1524	3034	2934
1525	3036	2932
1526	3038	2930
1527	3040	2928
1528	3042	2926
1529	3044	2924
1530	3046	2922
1531	3048	2920
1532	3050	2918
1533	3052	2916
1534	3054	2914
1535	3056	2912
1536	3058	2910
1537	3060	2908
1538	3062	2906
1539	3064	2904
1540	3065	2902
1541	3067	2900
1542	3069	2898
1543	3071	2896
1544	3073	2894
1545	3075	2892
1546	3077	2890
1547	3079	2888
1548	3081	2886
1549	3083	2884
1550	3085	2882
1551	3087	2880
1552	3089	2878
1553	3091	2876
1554	3093	2874
1555	3095	2872
1556	3097	2870
1557	3099	2868
1558	3101	2866
1559	3103	2864
1560	3105	2862
1561	3107	2860
1562	3109	2858
1563	3111	2856
1564	3113	2854
1565	3115	2852
1566	3117	2850
1567	3119	2848
1568	3121	2846
1569	3123	2844
1570	3124	2842
1571	3126	2840
1572	3128	2838
1573	3130	2836
1574	3132	2834
1575	3134	2832
1576	3136	2830
1577	3138	2828
1578	3140	2826
1579	3142	2824
1580	3144	2822
1581	3146	2820
1582	3148	2818
1583	3150	2816
1584	3152	2814
1585	3154	2812
1586	3156	2810
1587	3158	2808
1588	3160	2806
1589	3162	2804
1590	3164	2802
1591	3166	2800
1592	3168	2798
1593	3170	2796
1594	3172	2794
1595	3174	2792
1596	3175	2790
1597	3177	2788
1598	3179	2786
1599	3181	2784
1600	3183	2782
1601	3185	2780
1602	3187	2778
1603	3189	2776
1604	3191	2774
1605	3193	2772
1606	3195	2770
1607	3197	2768
1608	3199	2766
1609	3204	2766
1610	3206	2764
1611	3208	2762
1612	3210	2760
1613	3212	2758
1614	3214	2756
1615	3216	2754
1616	3218	2752
1617	3220	2750
1618	3222	2748
1619	3224	2746
1620	3226	2744
1621	3228	2742
1622	3230	2740
1623	3232	2738
1624	3234	2736
1625	3236	2734
1626	3238	2732
1627	3239	2730
1628	3241	2728
1629	3243	2726
1630	3245	2724
1631	3247	2722
1632	3249	2720
1633	3251	2718
1634	3253	2716
1635	3255	2714
1636	3257	2712
1637	3259	2710
1638	3261	2708
1639	3263	2706
1640	3265	2704
1641	3267	2702
1642	3269	2700
1643	3271	2698
1644	3273	2696
1645	3275	2694
1646	3277	2692
1647	3279	2690
1648	3281	2688
1649	3283	2686
1650	3285	2684
1651	3287	2682
1652	3289	2680
1653	3291	2678
1654	3293	2676
1655	3295	2674
1656	3297	2672
1657	3299	2670
1658	3301	2668
1659	3303	2666
1660	3305	2664
1661	3307	2662
1662	3309	2660
1663	3311	2658
1664	3312	2656
1665	3314	2654
1666	3316	2652
1667	3318	2650
1668	3320	2648
1669	3322	2646
1670	3324	2644
1671	3326	2642
1672	3328	2640
1673	3330	2638
1674	3332	2636
1675	3334	2634
1676	3336	2632
1677	3338	2630
1678	3340	2628
1679	3342	2626
1680	3344	2624
1681	3346	2622
1682	3348	2620
1683	3350	2618
1684	3352	2616
1685	3354	2614
1686	3356	2612
1687	3358	2610
1688	3360	2608
1689	3362	2606
1690	3364	2604
1691	3366	2602
1692	3368	2600
1693	3370	2598
1694	3372	2596
1695	3374	2594
1696	3376	2592
1697	3378	2590
1698	3380	2588
1699	3381	2586
1700	3383	2584
1701	3385	2582
1702	3387	2580
1703	3389	2578
1704	3391	2576
1705	3393	2574
1706	3395	2572
1707	3397	2570
1708	3399	2568
1709	3401	2566
1710	3403	2564
1711	3405	2562
1712	3407	2560
1713	3409	2558
1714	3411	2556
1715	3413	2554
1716	3415	2552
1717	3417	2550
