iter	Passed	Remaining
1718	3419	2548
1719	3421	2546
1720	3423	2544
1721	3425	2542
1722	3427	2540
1723	3429	2538
1724	3431	2536
1725	3433	2534
1726	3435	2532
1727	3436	2530
1728	3438	2528
1729	3440	2526
1730	3442	2524
1731	3444	2522
1732	3446	2520
1733	3448	2518
1734	3450	2516
1735	3452	2513
1736	3454	2511
1737	3456	2509
1738	3458	2507
1739	3460	2505
1740	3462	2503
1741	3464	2501
1742	3466	2499
1743	3468	2497
1744	3470	2495
1745	3472	2493
1746	3474	2491
1747	3476	2489
1748	3478	2487
1749	3480	2485
1750	3482	2483
1751	3484	2481
1752	3486	2479
1753	3488	2477
1754	3490	2475
1755	3492	2473
1756	3494	2471
1757	3496	2469
1758	3498	2467
1759	3500	2465
1760	3502	2463
1761	3504	2461
1762	3506	2459
1763	3508	2457
1764	3510	2456
1765	3511	2454
1766	3513	2452
1767	3515	2450
1768	3517	2448
1769	3519	2446
1770	3521	2444
1771	3523	2442
1772	3525	2440
1773	3527	2438
1774	3529	2435
1775	3531	2433
1776	3533	2431
1777	3535	2429
1778	3537	2427
1779	3539	2425
1780	3541	2423
1781	3543	2421
1782	3545	2419
1783	3547	2417
1784	3549	2415
1785	3551	2413
1786	3553	2411
1787	3555	2409
1788	3557	2407
1789	3558	2405
1790	3560	2403
1791	3562	2401
1792	3564	2399
1793	3566	2397
1794	3568	2395
1795	3570	2393
1796	3572	2391
1797	3574	2389
1798	3576	2387
1799	3578	2385
1800	3580	2383
1801	3582	2381
1802	3584	2379
1803	3586	2377
1804	3588	2375
1805	3590	2373
1806	3592	2371
1807	3594	2369
1808	3596	2367
1809	3598	2365
1810	3600	2363
1811	3602	2361
1812	3604	2359
1813	3606	2357
1814	3607	2355
1815	3609	2353
1816	3611	2351
1817	3613	2349
1818	3615	2347
1819	3617	2345
1820	3619	2343
1821	3621	2341
1822	3623	2339
1823	3625	2337
1824	3627	2335
1825	3629	2333
1826	3631	2331
1827	3633	2329
1828	3635	2327
1829	3637	2325
1830	3639	2323
1831	3641	2321
1832	3643	2319
1833	3645	2317
1834	3647	2315
1835	3649	2313
1836	3651	2311
1837	3653	2309
1838	3655	2307
1839	3657	2305
1840	3659	2303
1841	3661	2301
1842	3663	2299
1843	3664	2297
1844	3666	2295
1845	3668	2293
1846	3670	2291
1847	3672	2289
1848	3674	2287
1849	3676	2285
1850	3678	2283
1851	3680	2281
1852	3682	2279
1853	3684	2277
1854	3686	2275
1855	3688	2273
1856	3690	2271
1857	3692	2269
1858	3694	2267
1859	3696	2265
1860	3698	2263
1861	3700	2261
1862	3702	2259
1863	3704	2257
1864	3706	2255
1865	3708	2253
1866	3710	2251
1867	3712	2249
1868	3714	2247
1869	3716	2245
1870	3718	2243
1871	3720	2241
1872	3722	2239
1873	3724	2237
1874	3726	2235
1875	3728	2233
1876	3730	2231
1877	3732	2229
1878	3734	2227
1879	3736	2225
1880	3738	2223
1881	3740	2221
1882	3742	2219
1883	3744	2217
1884	3746	2215
1885	3748	2213
1886	3749	2211
1887	3751	2209
1888	3753	2207
1889	3755	2205
1890	3757	2203
1891	3759	2201
1892	3761	2199
1893	3763	2197
1894	3765	2195
1895	3767	2193
1896	3769	2191
1897	3771	2189
1898	3773	2187
1899	3775	2185
1900	3777	2183
1901	3779	2181
1902	3781	2179
1903	3783	2177
1904	3785	2175
1905	3787	2173
1906	3789	2171
1907	3791	2169
1908	3793	2167
1909	3795	2165
1910	3797	2163
1911	3799	2161
1912	3801	2159
1913	3803	2157
1914	3805	2155
1915	3807	2153
1916	3809	2151
1917	3811	2149
1918	3813	2147
1919	3815	2145
1920	3816	2143
1921	3818	2141
1922	3820	2139
1923	3822	2137
1924	3824	2135
1925	3826	2133
1926	3828	2131
1927	3830	2129
1928	3832	2127
1929	3834	2125
1930	3836	2123
1931	3838	2121
1932	3840	2119
1933	3842	2117
1934	3844	2115
1935	3846	2113
1936	3848	2111
1937	3850	2109
1938	3852	2107
1939	3854	2105
1940	3856	2103
1941	3858	2102
1942	3860	2100
1943	3862	2098
1944	3864	2096
1945	3866	2094
1946	3868	2092
1947	3870	2090
1948	3872	2088
1949	3874	2086
1950	3876	2084
1951	3877	2082
1952	3879	2079
1953	3881	2077
1954	3883	2075
1955	3885	2073
1956	3887	2071
1957	3889	2069
1958	3891	2068
1959	3893	2066
1960	3895	2064
1961	3897	2062
1962	3899	2060
1963	3901	2058
1964	3903	2056
1965	3905	2054
1966	3907	2052
1967	3909	2050
1968	3911	2048
1969	3913	2046
1970	3915	2044
1971	3917	2042
1972	3919	2040
1973	3921	2038
1974	3923	2036
1975	3925	2034
1976	3927	2032
1977	3928	2030
1978	3930	2028
1979	3932	2026
1980	3934	2024
1981	3936	2022
1982	3938	2020
1983	3940	2018
1984	3942	2016
1985	3944	2014
1986	3946	2012
1987	3948	2010
1988	3950	2008
1989	3952	2006
1990	3954	2004
1991	3956	2002
1992	3958	2000
1993	3960	1998
1994	3962	1995
1995	3964	1994
1996	3966	1991
1997	3968	1989
1998	3969	1987
1999	3971	1985
2000	3973	1983
2001	3975	1981
2002	3977	1979
2003	3979	1977
2004	3981	1975
2005	3983	1973
2006	3985	1971
2007	3987	1969
2008	3989	1967
2009	3991	1965
2010	3993	1963
2011	3995	1961
2012	3997	1959
2013	3999	1957
2014	4001	1955
2015	4003	1953
2016	4005	1952
2017	4007	1950
2018	4009	1947
2019	4011	1945
2020	4013	1943
2021	4015	1942
2022	4017	1940
2023	4019	1938
2024	4020	1936
2025	4022	1934
2026	4024	1932
2027	4026	1929
2028	4028	1927
2029	4030	1925
2030	4032	1923
2031	4034	1921
2032	4036	1919
2033	4038	1917
2034	4040	1915
2035	4042	1913
2036	4044	1911
2037	4046	1910
2038	4048	1908
2039	4050	1906
2040	4052	1904
2041	4054	1902
2042	4056	1900
2043	4058	1898
2044	4060	1896
2045	4062	1894
2046	4064	1892
2047	4066	1890
2048	4068	1888
2049	4070	1886
2050	4072	1884
2051	4074	1882
2052	4076	1880
2053	4078	1878
2054	4080	1876
2055	4082	1874
2056	4084	1872
2057	4086	1870
2058	4088	1868
2059	4090	1866
2060	4092	1864
2061	4094	1862
2062	4096	1860
2063	4098	1858
2064	4100	1856
2065	4102	1854
2066	4104	1852
2067	4106	1850
2068	4108	1848
2069	4110	1846
2070	4112	1844
2071	4114	1842
2072	4116	1840
2073	4118	1838
2074	4120	1836
2075	4122	1834
2076	4124	1832
2077	4126	1830
2078	4128	1828
2079	4130	1826
2080	4132	1824
2081	4134	1822
2082	4136	1820
2083	4138	1818
2084	4140	1816
2085	4142	1814
2086	4144	1812
2087	4146	1810
2088	4148	1808
2089	4150	1806
2090	4152	1804
2091	4153	1802
2092	4155	1800
2093	4157	1798
2094	4159	1796
2095	4161	1794
2096	4163	1792
2097	4165	1791
2098	4167	1789
2099	4169	1787
2100	4171	1785
2101	4173	1783
2102	4175	1781
2103	4177	1779
2104	4179	1777
2105	4181	1775
2106	4183	1773
2107	4185	1771
2108	4187	1769
2109	4189	1767
2110	4191	1765
2111	4193	1763
2112	4195	1761
2113	4197	1759
2114	4199	1757
2115	4201	1755
2116	4203	1753
2117	4205	1751
2118	4207	1749
2119	4209	1747
2120	4211	1745
2121	4212	1743
2122	4214	1741
2123	4216	1739
2124	4218	1737
2125	4220	1735
2126	4222	1733
2127	4224	1731
2128	4226	1729
2129	4228	1727
2130	4230	1725
2131	4232	1723
2132	4234	1721
2133	4236	1719
2134	4238	1717
2135	4240	1715
2136	4242	1713
2137	4244	1711
2138	4246	1709
2139	4248	1707
2140	4250	1705
2141	4252	1703
2142	4254	1701
2143	4256	1699
2144	4258	1697
2145	4260	1695
2146	4262	1693
2147	4264	1691
2148	4265	1689
2149	4267	1687
2150	4269	1685
2151	4271	1683
2152	4273	1681
2153	4275	1679
2154	4277	1677
2155	4279	1675
2156	4281	1673
2157	4283	1671
2158	4285	1669
2159	4287	1667
2160	4289	1665
2161	4291	1663
2162	4293	1661
2163	4295	1659
2164	4297	1657
2165	4299	1655
2166	4301	1653
2167	4303	1651
2168	4305	1649
2169	4307	1647
2170	4309	1645
2171	4311	1643
2172	4313	1641
2173	4315	1639
2174	4317	1637
2175	4319	1635
2176	4321	1633
2177	4322	1631
2178	4324	1629
2179	4326	1627
2180	4328	1625
2181	4330	1623
2182	4332	1621
2183	4334	1619
2184	4336	1617
2185	4338	1615
2186	4340	1613
2187	4342	1611
2188	4344	1609
2189	4346	1607
2190	4348	1605
2191	4350	1603
2192	4352	1601
2193	4354	1599
2194	4356	1597
2195	4358	1595
2196	4360	1593
2197	4362	1591
2198	4364	1589
2199	4366	1587
2200	4368	1585
2201	4370	1583
2202	4372	1581
2203	4374	1579
2204	4376	1577
2205	4378	1575
2206	4380	1573
2207	4382	1571
2208	4384	1569
2209	4386	1567
2210	4388	1565
2211	4390	1563
2212	4392	1561
2213	4394	1559
2214	4396	1557
2215	4398	1555
2216	4400	1553
2217	4401	1552
2218	4403	1550
2219	4405	1548
2220	4407	1546
2221	4409	1544
2222	4411	1542
2223	4413	1540
2224	4415	1538
2225	4417	1536
2226	4419	1534
2227	4421	1532
2228	4423	1530
2229	4425	1528
2230	4427	1526
2231	4429	1524
2232	4431	1522
2233	4433	1520
2234	4435	1518
2235	4437	1516
2236	4440	1514
2237	4442	1512
2238	4444	1510
2239	4446	1508
2240	4448	1506
2241	4450	1504
2242	4452	1502
2243	4454	1500
2244	4456	1498
2245	4458	1496
2246	4460	1494
2247	4462	1492
2248	4464	1490
2249	4466	1488
2250	4468	1486
2251	4470	1484
2252	4471	1482
2253	4474	1480
2254	4475	1478
2255	4477	1476
2256	4479	1474
2257	4481	1472
2258	4483	1470
2259	4485	1468
2260	4487	1466
2261	4489	1464
2262	4491	1462
2263	4493	1460
2264	4495	1458
2265	4497	1456
2266	4499	1454
2267	4501	1452
2268	4503	1450
2269	4505	1448
2270	4507	1446
2271	4509	1444
2272	4511	1442
2273	4513	1440
2274	4515	1438
2275	4517	1436
2276	4519	1434
2277	4521	1432
2278	4522	1430
2279	4524	1428
2280	4526	1426
2281	4528	1424
2282	4530	1422
2283	4532	1420
2284	4534	1418
2285	4536	1416
2286	4538	1415
2287	4540	1413
2288	4542	1411
2289	4544	1409
2290	4546	1407
2291	4548	1405
2292	4550	1403
2293	4552	1401
2294	4554	1399
2295	4556	1397
2296	4558	1395
2297	4560	1393
2298	4562	1391
2299	4564	1389
2300	4566	1387
2301	4568	1385
2302	4570	1383
2303	4572	1381
2304	4574	1379
2305	4576	1377
2306	4578	1375
2307	4579	1373
2308	4581	1371
2309	4583	1369
2310	4585	1367
2311	4587	1365
2312	4589	1363
2313	4591	1361
2314	4593	1359
2315	4595	1357
2316	4597	1355
2317	4599	1353
2318	4601	1351
2319	4603	1349
2320	4605	1347
2321	4607	1345
2322	4609	1343
2323	4611	1341
2324	4613	1339
2325	4615	1337
2326	4617	1335
2327	4619	1333
2328	4621	1331
2329	4623	1329
2330	4625	1327
2331	4627	1325
2332	4629	1323
2333	4631	1321
2334	4633	1319
2335	4635	1317
2336	4637	1315
2337	4639	1313
2338	4641	1311
2339	4643	1309
2340	4645	1307
2341	4647	1305
2342	4649	1303
2343	4651	1301
2344	4653	1299
2345	4654	1297
2346	4656	1295
2347	4658	1293
2348	4660	1291
2349	4662	1289
2350	4664	1287
2351	4666	1285
2352	4668	1283
2353	4670	1281
2354	4672	1279
2355	4674	1277
2356	4676	1275
2357	4678	1273
2358	4680	1271
2359	4682	1269
2360	4684	1267
2361	4686	1265
2362	4688	1263
2363	4690	1261
2364	4692	1259
2365	4694	1257
2366	4696	1256
2367	4698	1254
2368	4700	1252
2369	4702	1250
2370	4704	1248
2371	4706	1246
2372	4708	1244
2373	4710	1242
2374	4712	1240
2375	4714	1238
2376	4716	1236
2377	4718	1234
2378	4720	1232
2379	4722	1230
2380	4724	1228
2381	4726	1226
2382	4728	1224
2383	4730	1222
2384	4732	1220
2385	4734	1218
2386	4736	1216
2387	4738	1214
2388	4740	1212
2389	4741	1210
2390	4743	1208
2391	4745	1206
2392	4747	1204
2393	4749	1202
2394	4751	1200
2395	4753	1198
2396	4755	1196
2397	4757	1194
2398	4759	1192
2399	4761	1190
2400	4763	1188
2401	4765	1186
2402	4767	1184
2403	4768	1182
2404	4770	1180
2405	4772	1178
2406	4774	1176
2407	4776	1174
2408	4778	1172
2409	4780	1170
2410	4782	1168
2411	4784	1166
2412	4786	1164
2413	4788	1162
2414	4790	1160
2415	4792	1158
2416	4794	1156
2417	4796	1154
2418	4798	1152
2419	4800	1150
2420	4802	1148
2421	4804	1146
2422	4806	1144
2423	4808	1142
2424	4810	1140
2425	4812	1138
2426	4814	1136
2427	4816	1134
2428	4818	1132
2429	4820	1130
2430	4822	1128
2431	4824	1126
2432	4826	1124
2433	4828	1122
2434	4830	1120
2435	4832	1118
2436	4834	1116
2437	4836	1114
2438	4838	1112
2439	4840	1110
2440	4842	1108
2441	4844	1106
2442	4846	1104
2443	4848	1102
2444	4849	1100
2445	4851	1098
2446	4853	1096
2447	4855	1094
2448	4857	1092
2449	4859	1090
2450	4861	1088
2451	4863	1087
2452	4865	1085
2453	4867	1083
2454	4869	1081
2455	4871	1079
2456	4873	1077
2457	4875	1075
2458	4877	1073
2459	4879	1071
2460	4881	1069
2461	4883	1067
2462	4885	1065
2463	4887	1063
2464	4889	1061
2465	4891	1059
2466	4893	1057
2467	4895	1055
2468	4897	1053
2469	4899	1051
2470	4901	1049
2471	4903	1047
2472	4905	1045
2473	4906	1043
2474	4908	1041
2475	4910	1039
2476	4912	1037
2477	4914	1035
2478	4916	1033
2479	4918	1031
2480	4920	1029
2481	4922	1027
2482	4924	1025
2483	4926	1023
2484	4928	1021
2485	4930	1019
2486	4932	1017
2487	4934	1015
2488	4936	1013
2489	4938	1011
2490	4940	1009
2491	4942	1007
2492	4944	1005
2493	4946	1003
2494	4948	1001
2495	4950	999
2496	4952	997
2497	4954	995
2498	4956	993
2499	4958	991
2500	4960	989
2501	4962	987
2502	4964	985
2503	4966	983
2504	4968	981
2505	4970	979
2506	4972	977
2507	4973	975
2508	4975	973
2509	4977	971
2510	4979	969
2511	4981	967
2512	4983	965
2513	4985	963
2514	4987	961
2515	4989	959
2516	4991	957
2517	4993	955
2518	4995	953
2519	4997	951
2520	4999	950
2521	5001	948
2522	5003	946
2523	5005	944
2524	5007	942
2525	5009	940
2526	5011	938
2527	5013	936
2528	5015	934
2529	5017	932
2530	5019	930
2531	5021	928
2532	5023	926
2533	5025	924
2534	5027	922
2535	5029	920
2536	5031	918
2537	5033	916
2538	5035	914
2539	5037	912
2540	5039	910
2541	5041	908
2542	5043	906
2543	5045	904
2544	5047	902
2545	5049	900
2546	5051	898
2547	5053	896
2548	5055	894
2549	5057	892
2550	5059	890
2551	5061	888
2552	5063	886
2553	5065	884
2554	5066	882
2555	5068	880
2556	5070	878
2557	5072	876
2558	5074	874
2559	5076	872
2560	5078	870
2561	5080	868
2562	5082	866
2563	5084	864
2564	5086	862
2565	5088	860
2566	5090	858
2567	5092	856
2568	5094	854
2569	5096	852
2570	5098	850
2571	5100	848
2572	5102	846
2573	5104	844
2574	5106	842
2575	5108	840
2576	5110	838
2577	5112	836
2578	5114	834
2579	5116	832
2580	5118	830
2581	5120	828
2582	5122	827
2583	5124	825
2584	5126	823
2585	5128	821
2586	5130	819
2587	5132	817
2588	5134	815
2589	5136	813
2590	5138	811
2591	5140	809
2592	5142	807
2593	5144	805
2594	5146	803
2595	5148	801
2596	5150	799
2597	5152	797
2598	5154	795
2599	5156	793
2600	5158	791
2601	5160	789
2602	5162	787
2603	5164	785
2604	5166	783
2605	5168	781
2606	5169	779
2607	5171	777
2608	5173	775
2609	5175	773
2610	5177	771
2611	5179	769
2612	5181	767
2613	5183	765
2614	5185	763
2615	5187	761
2616	5189	759
2617	5191	757
2618	5193	755
2619	5195	753
2620	5197	751
2621	5199	749
2622	5201	747
2623	5203	745
2624	5205	743
2625	5207	741
2626	5209	739
2627	5211	737
2628	5213	735
2629	5215	733
2630	5217	731
2631	5219	729
2632	5221	727
2633	5223	725
2634	5225	723
2635	5227	721
2636	5229	719
2637	5231	717
2638	5233	715
2639	5235	713
2640	5237	711
2641	5239	709
2642	5241	707
2643	5243	705
2644	5245	703
2645	5247	702
2646	5249	700
2647	5251	698
2648	5253	696
2649	5255	694
2650	5257	692
2651	5259	690
2652	5261	688
2653	5262	686
2654	5264	684
2655	5266	682
2656	5268	680
2657	5270	678
2658	5272	676
2659	5274	674
2660	5276	672
2661	5278	670
2662	5280	668
2663	5282	666
2664	5284	664
2665	5286	662
2666	5288	660
2667	5290	658
2668	5291	656
2669	5293	654
2670	5295	652
2671	5297	650
2672	5299	648
2673	5301	646
2674	5303	644
2675	5305	642
2676	5307	640
2677	5309	638
2678	5311	636
2679	5313	634
2680	5315	632
2681	5317	630
2682	5319	628
2683	5321	626
2684	5323	624
2685	5325	622
2686	5327	620
2687	5329	618
2688	5331	616
2689	5333	614
2690	5335	612
2691	5337	610
2692	5338	608
2693	5340	606
2694	5342	604
2695	5344	602
2696	5346	600
2697	5348	598
2698	5350	596
2699	5352	594
2700	5354	592
2701	5356	590
2702	5358	588
2703	5360	586
2704	5362	584
2705	5364	582
2706	5366	580
2707	5368	578
2708	5370	576
2709	5372	574
2710	5374	572
2711	5376	570
2712	5378	568
2713	5380	566
2714	5382	564
2715	5384	563
2716	5386	561
2717	5388	559
2718	5390	557
2719	5392	555
2720	5394	553
2721	5396	551
2722	5398	549
2723	5400	547
2724	5401	545
2725	5403	543
2726	5405	541
2727	5407	539
2728	5409	537
2729	5411	535
2730	5413	533
2731	5415	531
2732	5417	529
2733	5419	527
2734	5421	525
2735	5423	523
2736	5425	521
2737	5427	519
2738	5429	517
2739	5431	515
2740	5433	513
2741	5435	511
2742	5437	509
2743	5439	507
2744	5441	505
2745	5443	503
2746	5445	501
2747	5447	499
2748	5449	497
2749	5451	495
2750	5453	493
2751	5455	491
2752	5457	489
2753	5459	487
2754	5461	485
2755	5463	483
2756	5465	481
2757	5467	479
2758	5469	477
2759	5471	475
2760	5473	473
2761	5475	471
2762	5477	469
2763	5479	467
2764	5481	465
2765	5483	463
2766	5485	461
2767	5487	459
2768	5489	457
2769	5491	455
2770	5493	453
2771	5494	451
2772	5496	449
2773	5498	448
2774	5500	446
2775	5502	444
2776	5504	442
2777	5506	440
2778	5508	438
2779	5510	436
2780	5512	434
2781	5514	432
2782	5516	430
2783	5518	428
2784	5520	426
2785	5522	424
2786	5524	422
2787	5526	420
2788	5528	418
2789	5530	416
2790	5532	414
2791	5534	412
2792	5536	410
2793	5538	408
2794	5540	406
2795	5542	404
2796	5544	402
2797	5546	400
2798	5548	398
2799	5550	396
2800	5552	394
2801	5554	392
2802	5556	390
2803	5558	388
2804	5560	386
2805	5562	384
2806	5564	382
2807	5566	380
2808	5568	378
2809	5570	376
2810	5571	374
2811	5573	372
2812	5575	370
2813	5577	368
2814	5579	366
2815	5581	364
2816	5583	362
2817	5585	360
2818	5587	358
2819	5589	356
2820	5591	354
2821	5593	352
2822	5595	350
2823	5597	348
2824	5599	346
2825	5601	344
2826	5603	342
2827	5605	340
2828	5607	338
2829	5609	336
2830	5611	334
2831	5613	332
2832	5615	331
2833	5617	329
2834	5619	327
2835	5621	325
2836	5623	323
2837	5625	321
2838	5627	319
2839	5629	317
2840	5631	315
2841	5633	313
2842	5635	311
2843	5637	309
2844	5639	307
2845	5641	305
2846	5642	303
2847	5644	301
2848	5646	299
2849	5648	297
2850	5650	295
2851	5652	293
2852	5654	291
2853	5656	289
2854	5658	287
2855	5660	285
2856	5662	283
2857	5664	281
2858	5666	279
2859	5668	277
2860	5670	275
2861	5672	273
2862	5674	271
2863	5676	269
2864	5678	267
2865	5680	265
2866	5682	263
2867	5684	261
2868	5686	259
2869	5688	257
2870	5690	255
2871	5692	253
2872	5694	251
2873	5696	249
2874	5698	247
2875	5700	245
2876	5702	243
2877	5704	241
2878	5706	239
2879	5708	237
2880	5710	235
2881	5712	233
2882	5714	231
2883	5716	229
2884	5718	227
2885	5720	225
2886	5722	223
2887	5724	221
2888	5726	220
2889	5728	218
2890	5730	216
2891	5732	214
2892	5734	212
2893	5736	210
2894	5738	208
2895	5740	206
2896	5742	204
2897	5744	202
2898	5746	200
2899	5748	198
2900	5750	196
2901	5752	194
2902	5754	192
2903	5756	190
2904	5758	188
2905	5760	186
2906	5762	184
2907	5764	182
2908	5766	180
2909	5768	178
2910	5770	176
2911	5772	174
2912	5774	172
2913	5775	170
2914	5777	168
2915	5779	166
2916	5781	164
2917	5783	162
2918	5785	160
2919	5787	158
2920	5789	156
2921	5791	154
2922	5793	152
2923	5795	150
2924	5797	148
2925	5799	146
2926	5801	144
2927	5803	142
2928	5805	140
2929	5807	138
2930	5809	136
2931	5811	134
2932	5813	132
2933	5815	130
2934	5817	128
2935	5819	126
2936	5821	124
2937	5823	122
2938	5825	120
2939	5827	118
2940	5829	116
2941	5831	114
2942	5833	112
2943	5835	110
2944	5837	109
2945	5839	107
2946	5841	105
2947	5843	103
2948	5845	101
2949	5847	99
2950	5849	97
2951	5851	95
2952	5853	93
2953	5855	91
2954	5857	89
2955	5859	87
2956	5861	85
2957	5863	83
2958	5865	81
2959	5867	79
2960	5869	77
2961	5871	75
2962	5873	73
2963	5875	71
2964	5877	69
2965	5879	67
2966	5880	65
2967	5882	63
2968	5884	61
2969	5886	59
2970	5888	57
2971	5890	55
2972	5892	53
2973	5894	51
2974	5896	49
2975	5898	47
2976	5900	45
2977	5902	43
2978	5904	41
2979	5906	39
2980	5908	37
2981	5910	35
2982	5912	33
2983	5914	31
2984	5916	29
2985	5918	27
2986	5920	25
2987	5921	23
2988	5923	21
2989	5925	19
2990	5927	17
2991	5929	15
2992	5931	13
2993	5933	11
2994	5935	9
2995	5937	7
2996	5939	5
2997	5941	3
2998	5943	1
2999	5945	0
